index,score,comment_text,class
3502,0,"B. Carfree, you comment is very worrisome.  I would understand if you suggested annual testing for all drivers to test for competence,  but instead you suggest stripping anyone older than what 65 of driving privileges.  Making such broad generalizations which do not accurately represent the individual comprises the equivalent of racism or sexism directed toward the elderly.
",0
3503,0,"The big employers still come from outside.  Datalogic derives from spectra physics scanner division.  Spectra Physics was in California.  The Hynix plant was sold to Avago and may employ many with good wages.  The local incubators and software companies have limited impact on the overall business climate in the area.  It is unfortunate that RG reporters do not spend more time highlighting the real job producers in the area.  I suspect that there are quite a few interesting stories out there.  It was only in a comment that we learned the local MLD Technologies made some to the mirrors used in the high profile recent detection of gravity waves.  Wouldn't know that from the RG.
",0
3504,0.166666667,"Oregon Craig- any chance you might reflect on the following and think about the negative influence your post has? This is about their day, their really good work, their hopes and cares. They are about interfaith, not making enemies and creating discord.  ( Wikipedia): In Internet slang, a troll (/ˈtroʊl/, /ˈtrɒl/) is a person who sows discord on the Internet by starting arguments or upsetting people, by posting inflammatory,[1] extraneous, or off-topic messages in an online community (such as a newsgroup, forum, chat room, or blog) with the deliberate intent of provoking readers into an emotional response[2] or of otherwise disrupting normal on-topic discussion,[3] often for their own amusement. Hugh Massengill, Eugene
",0
3505,0.166666667,"Translation: Trump may win the Republican nomination. There is even a small chance he will be the next President. He hates much of the present Republican establishment and would demolish it. He isn't totally on board as far as unthinking support of Israel. He is bringing on board the thoughts and needs of the very low income blue collar Republicans, people who are not regarding highly by the super rich. He supports those in border states.  Bush is out, Rubio is in charge. Sure, what is said here in this article is rational and reasonable. Saying """"Trump’s GOP is a rear-window party pining for a white America that never is coming back"""" pretty much tosses those blue collar workers under the bus. I will be voting for Bernie, but even I recognize what is happening. The billionaire vote is terrified of their own base, who could cost them both the Senate and the Presidency. So that base is now fair game. The support for Rubio is now mandatory. Hugh Massengill, Eugene
",0
3511,0,"It's unfortunate that Americans are reduced to talking about the construction of a wall. Unfortunately our lawmakers have did little over the years to really address the problem,  yes P-R-O-B-L-E-M of illegal immigration. If we would stop rewarding people for sneaking into OUR country and driving our blue collar wages down, and instead go after anti-American employers who hire these people, and at the same time deport these people, we wouldn't have to talk about walls.
",0
3512,0,"I would rather they go to half hr runs on Sunday and start running earlier . The current schedule is a detriment to those of us who work or go to church
",0
3514,0.2,"The Pope should concern himself with issues surrounding his faith, and keep his nose out of OUR problem of illegal immigration.
",0
3515,0.166666667,"beautiful story.  Oregoncraig in an earlier listing  pondered that it was a  """"Christians and jews"""" collective who built the house.  It was and i'm sure the next time,  more faiths will become involved as well seeing it for what it is.  it is good works done by many  to contribute to a community of all.  talking to my muslim friends,  they, too, would have liked to help as part of the community here.  sajid, in particular, wants to learn more building techniques and saw it as a lost learning opportunity.
",0
3516,0,"I sure hope Bernie chooses a running mate that won't ALSO be in his or hers 80's should a second term be served. This might be a good time to buy stock in Depends.
",0
3518,0.166666667,"When Barack Hussein Obama is one of the American winners of the Nobel Peace Prize, it should be evident why no one takes the award seriously anymore. His plaque in Alton Baker Park is unsightly degradation of the park, and the people who put it there are vandals.
",0
3520,0,"How many Americans are lined up to wade through entrails at meat packing plants or spend their days, dressed head to toe and wearing hats and gloves and face masks, stooped over in the sun picking berries? It surprises me that people from Mexico or other countries to the south still want to come here. What was it you did to earn your citizenship?
",0
3521,0,"cars are the number one cause of preventable deaths?  where do bicyclists in fall into that theory. people riding bikes die while riding.  surely they weren't forced by threat of death to ride that bike.  recently, a woman riding a bike on  HWY99 by the Barger overpass was killed after being run down.  she was wearing dark clothing  after dark and was riding in a lane of traffic that would come up on her from behind...which is what happened when she was run over by a cop.  that was preventable in lots of ways. the way in which you single mindedly try to twist the whole bike is good / other modes of transport are bad  thing to almost every situation,  dilutes your comment.  not to disparage enthusiastic bike riders - I admire the strength, patience and commitment to use a bike as your chosen mode of transport, but the dedicated riders I've known are a bit elitists about it.  doesn't make them bad people.  the really geared up folks have spent nearly as much as a car would have cost.
",0
3526,0,"Response to Outsider77's comment: """"local incubators and software companies have limited impact on the overall business climate in the area."""" I'd like to see what data you are referencing to warrant this comment as fact? Also - it would be nice if you used your name instead of a handle so that we could potentially meet to have an intellectual discussion or debate regarding this topic. First - our startup incubators and accelerators are very new, so time will tell to show the full impact of these programs (though they've added 170 jobs in the last 18 months), but if we end up mirroring what the Kaufmann Foundation findings say about startups in America, then the majority of the net new job growth in our region will come from startups (firms under 5 years old): http://bit.ly/1oDlt2C. The Kaufmann data (25-yr study) actually shows how businesses 6 - 10 years old haven't impacted job growth positively or negatively, but businesses over 11 years old actually negatively impacted job growth.
",0
3528,0,"marlene- you are so right.  an angry, agitated,  radical president is the last thing we need.  I do think Hilary would be a very capable president, but she comes with maybe too much baggage. other than the two curmudgeons, the field is weak.  I would love to see kerry or gore, especially gore, to step up.  an environmentalist in the white house would probably be a good thing.  I think a lot of people would be eager to work WITH that person considering all the challenges we face to keep the earth livable for humans.
",0
3531,0,"I think that trump and sanders are hotheads and impulsive.  I think it 's a real possibility either one could go off at other heads of state.
",0
3533,0.166666667,"it's possible that both trump and sanders would have the """"ralph nader"""" effect of splitting the party vote to the point the other side wins.  it happened in 2000 .  gore + nader = bush...( even then, bush still did steal the election)
",0
3534,0,"Wow, my comment earlier this morning was rejected as uncivil. Turns out you can't be critical of the president here, either that or you can't be critical of a special interest group seizing part of a public park to spread its political message.
",0
3540,0,"BC, that age may come at different times for different people. I agree with you that many elderly people should long since have given up their cars, but they just won't. It causes me to wonder if, one day, I'll volunteer to stop driving, and what the motivating factor(s) might be. My condolences to the Birky and Helvey families and friends.
",0
3547,0,"Well, I like the idea of more exposure for the Nobel Peace Prize, but the question is loaded. If people name 5 generals, it is because they were famous for being generals. I bet people know 5 American Peace Prize winners, but they were famous for more than just winning the Nobel Prize: Barack H. Obama, Peace, 2009 Al Gore, Peace, 2007 Jimmy Carter, Peace, 2002 Henry Kissinger, Peace, 1973 Woodrow Wilson, Peace, 1919 Theodore Roosevelt, Peace, 1906  I think most people would know the 5 Presidents. Most people would be surprised (and maybe dismayed) that Kissinger got the peace prize (some feel the same way about Obama). Everyone would know Martin Luther King, some Elie Wiesel. Beyond that, yes, people don't know the dozen others very well.
",0
3549,0.2,"To be perfectly honest with you ‘Ward 1 in Springfield’ the Department of Military Science (aka ROTC) teaches students and Cadets how to be leaders, leaders for the nation across the nation. Students who take ROTC courses are instructed on topics such as; values, ethos, leadership, profession of arms, communication process, goal setting, how to study and learn, and the prevention of sexual assault and harassment to name just a few.  Teaching students “how to kill” is not in the curriculum and it never will be.
",0
3550,0.2,"Interesting that the story specifies that the Martinez family is Christian and have spent their lives in Lane County. In all fairness, I wonder if the Guard will please specify the religions of anyone profiled in a story (home owners building on the river, suspects nabbed after chase, etc) and also publish how long they've been in Lane County. Or was it the name """"Martinez"""" that made that necessary?
",0
3552,0,"""""Voodoo Journalism: Dr. Krugman Strikes Again—Risking His Credibility"""":  """"The fact that Sanders’ ethical platform does, in fact, result in economic gains shouldn’t be surprising. Empirical evidence shows that the 3 times we’ve adopted a laisez-fair approach to regulating the economy, it has resulted in extreme income inequality leading inevitably to the 3 biggest economic disruptions in US history: the Depression in 1890’s, the Great Depression in 1930’s, and the Great Recession in 2008. This shouldn’t be particularly surprising. When most of the consumers in a consumer economy don’t have much in the way of expendable income, there isn’t enough demand to sustain growth. And the Paris Hilton’s of the world can only buy so many yachts.""""  http://www.commondreams.org/views/2016/02/21/voodoo-journalism-dr-krugman-strikes-again-risking-his-credibility  Too many people have been excluded from the US economy. We are not going to vote for business as usual, offered by Hillary Clinton.
",0
3553,0,"Christians and Pagans, Dar Willkams  https://m.youtube.com/watch?v=t_KiHRHwaAs
",0
3559,0,"Life is a bell curve.  We begin our lives needing assistance and are dependent,  and have restrictions on our actions (ie driving age, voting age, drinking age, etc.) Shouldn't we consider the right (elderly) side of life's bell curve in a similar fashion?  There are too many instances of the elderly being abused by unsavory sales people and family members for greed and profit.  The elderly have rights, but in many cases there should be new laws put in place to not only insure their rights, but also protect them and others from actions which can bring harm to both them and the public in general.  I would challenge the Register Guard to start a forum and let readers comment on stories of their relatives being taken advantage of by sales people, relatives, etc..  I think once you read those comments it would be clear that we are not being served by current laws that effect the elderly.  Abuse is rampant!!
",0
3560,0,"20% of Lane County households are at or below the poverty line.  43% of Lane County households — including the 20% at or below the poverty line — are struggling to make ends meet.  Obviously it is time to pass a sales tax which will be passed on to these 43% by the Big Corporations.  Since 7 of the 10 largest employers in Lane County are taxpayer supported and the new tax revenue will go to support them and their retirement program, it is clearly beneficial.  And for the 'childrin', of course.
",0
3562,0,"so, I am a curious person.  love to learn.  I live just a couple blocks from 2 dispensaries...i'm going to drop by and see if I can ask an owner what's up with the tax situation.  they all pretty much know who each other are and what the general consensus is.  it's too bad none of them responded here...i'm sure the article has been read by at least a few - people kind of like to read their """"own"""" press.
",0
3563,0.2,"My understanding is that a PPS employee/fundamentalist Christian complained because Frida is bisexual and it is mentioned in the film.
",0
3567,0,"It is an accurate assessment if you only think about the now.  This is not about the now, this is about the future of our community. Taking a sample of 'impact' now would be like dismissing Einstein in kindergarten as having little impact.    It is easy to see the small things and dismiss them. It is worth noting that Nike, whose revenue (and benefit to the state in terms of jobs and taxes) is 3 times as much as the second largest company, as was started by two people, who sold shoes out of the back of a car and made $8000 in their first year of operations.  Working with startups is one of the most capital efficient ways of Economic Development.  Very small inputs can produce large outcomes.
",0
3570,0,"This woman is the hero we need right now.
",0
3571,0,"I have a hard time seeing this as """"elder abuse'. They didn't pay an exorbitant high price for a trailer, all the information about the truck and trailer were readily and easily available and no one beat them to get them to purchase the trailer. Had the salesperson said no because they were elderly we would be seeing a discrimination lawsuit instead. I think it's sad that this lawsuit is diminishing some of the real elder abuse that goes on quite regularly. Sue happy people and attorneys seem to always find a way to hurt others rather than help.
",0
3572,0,"Curious that you would speculate like that, without knowing anything of the circumstances. I know the guy who owns that house, and he has made significant, positive contributions to the neighborhood and to Eugene. As an example, that park at the end of the block? He was instrumental in advocating with the city for that park to be built, helping counteract its drift towards undesirable uses. He spent an entire day last year, on his own, cleaning up graffiti there, immediately after it appeared, spending his own money for the materials needed to do that. Never tooted his own horn about that. And he did that because he knew it would take the city a long while before they'd get around to it. And he's recently been working to help improve the safety of  that stretch of Bethel Drive, to get a bike/pedestrian lane installed there. He doesn't just talk about it; he engages with the city in a productive way to get things done and strengthen the community. He's a good man with a kind heart.
",0
3573,0.5,"because people in prineville have guns and would probably shoot trespassers. people in portland are nice but naïve, and think they can save the world, one spanging, youthful hobo at a time. no, it doesn't work that way. you can be kind but we cant help every single kid that jumps a freight train from out of state. I blame those dicks because they have hijacked our collective sympathy, well not mine.. so stop giving beggars change, use a GOOD bike lock,  and maybe word will get out people in portland are stingy. missing a 2k road bike? I see tons in the hands of juggalo crooks down along the river every week.  they wouldn't come here unless the picking were easy. we're all complicit in this matter......
",1
3575,0,"@outsider77 and @ScienceDuck  With respect, ‘limited impact’ and ‘not real job producers’ are characterization not consistent with the data. The Lane County Tech sector (Oregon Employment Department definition) is now home to 427 tech companies. The vast majority of these companies individually are small to mid-sized in terms of employment, but in total employ nearly 5,000 people. For reference, that total employment numer is ~25% larger than wood products, which is another important sector.  The tech sector not only has the highest average wage of any (total payroll ~$350,000,000), but was forecasted to grow faster than all other sectors: 19 percent between 2012 and 2022, compared to just 15 percent for all other industries. Tech sector growth is exceeding forecasts, Lane county has already added 500 of the 774 expected new jobs in the first three years of that ten year period. In fact, new (software) tech jobs are impactful and these companies do produce jobs.
",0
3578,0,"I was responding to the """"local incubators"""" comment specifically. I support the incubators but I can do that and be realistic about their current impact. They have to be supported as a future job engine... I don't think 170 jobs produced from millions of dollars of investment is a win right now, and shouldn't be the metric, but it is what it is.
",0
3580,0,"The headline could just as easily read """"Jules Bailey strictly adheres to campaign pledge.""""  He promised to accept $250 per individual/organization, not $250 per group of associated individuals/organizations.  Running a campaign for mayor of this city on a budget that comes in $250 at a time--even if some of those $250's are from spouses, related businesses, etc.--is a significant, laudable endeavor.  Good on Jules for voluntarily limiting contributions at all.  Rather than slamming him for not restricting himself even more, maybe we should use our energy to encourage other candidates to match Jules' pledge--or best it.
",0
3581,0,"I would agree with that.  Jobs should not be the metric by which we measure the success.  In the long term, the jobs will come, but it is important not to measure jobs too early and dismiss the impacts.  The success of companies that get traction and start t show real growth does not happen for 4-6 years.  The RAIN Eugene Accelerator (which is but a program inside the larger initiative) has enabled companies to raise $ 4 times the capital invested in the program, create revenues equal to the program investment thus far, and generate matching investment funds for the programs that well exceed the funding of the program.
",0
3582,0,"As a recent Ohio transplant, I am excited by the strong collaborative, entrepreneurial eco-system that is taking shape. However I am constantly astonished by the under capitalization of these entrepreneurial resources at the state, foundation and corporate levels.  To provide perspective, the State of Ohio has invested over $700 million in startup and early stage companies over the last several years through a bond initiative approved by voters to spur economic development (the Ohio Third Frontier program).  The program has produced over 300 high-growth companies and over $1 billion in follow on funding. In contrast, the State of Oregon invests just a fraction of its annual budget in the state entrepreneurial eco-system (i.e.Oregon RAIN's budget is $2m for 2015-17 and split between Corvallis and Eugene). Any good entrepreneur knows that under capitalization can kill a startup. I encourage leaders to more fully examine Oregon's funding landscape to support the entrepreneurial eco-system
",0
3588,0,"No more gun control bills, please. I'm a lifelong Oregonian and I'm sick of all the out-of-state money flowing into our politics. The gun control extremists are never satisfied, and will never be satisfied until private gun ownership is outlawed completely. Last time around it was the highly controversial bill establishing background checks for private sales, and here they are again pushing more restrictions. No compromise, not one inch. This bill and all other gun control bills need to be rejected.
",0
3590,0,"90% will be voting themselves largesse from the public treasury.  What are they going to do when they run out of other peoples' money?
",0
3593,0,"Who cares? It'll be a money maker for the developer. Ten years after the fact, no one will remember that it was a vacant piece of land and that it was an inconvenience to wait for five cars to pass before you could make a turn on to the boulevard.
",0
3595,0.2,"It is very difficult for me to understand why a background check should take longer than three days.  With computerized data bases, any information available can be accessed virtually immediately.   Information that is not in the computer data bases will not become available within any 10- as opposed to 3-day window.   I would guess that extending the time allowed for background checks will be used to push approvals to the last minute.  Without calling the bill honestly the introduction of a mandatory waiting period, it will likely be used to accomplish same.  I would call that a lack of honesty.
",0
3597,0.166666667,"I don't see any reference to """"little lady"""".  Is that just a projection on your part?  The accusation of sexism seems really strained here.  I didn't catch any the first time and reading it again looking for it didn't catch any.  Is """"Saucrestress"""" the extent of this charge? It's worth noting that traditionally """"mistress"""" is the female equivalent of """"master"""".  The feminist magazine Ms. uses an abbreviation for """"mistress"""".  I get being a bit defensive.  I think the review could have gone into more detail about the differing styles of the pies and whether they were good for the styles. Certainly the review shows a modest preference for Pizza Jerk over Red Sauce. But the charge of sexism seems flimsy at best.
",0
3598,0,"I agree that the current pool of candidates provide little confidence to voters. Truth is, our votes won't matter anyhow. I'm not suggesting that you shouldn't vote it's just that the election will be over and a winner will be announced long before they ever count our votes.
",0
3599,0,"""""....crime of conspiring to impede the work of the president and the Senate.""""  Now there is a novel theory.  How about John Quincy Adams attempted appointment?  """"Adams nominated John J. Crittenden on December 18, 1828. The Senate postponed the vote on his confirmation, by a vote of 23–17, on February 12, 1829. The Senate did not explicitly vote to """"postpone indefinitely"""", but the resolution did have that effect."""" Andrew Jackson Jackson nominated Roger B. Taney on January 15, 1835 to be an Associate Justice. A resolution was passed by a Senate vote of 24–21 on March 3, 1835 to postpone the nomination indefinitely. Later, after the political composition of the Senate changed, Taney was confirmed as Chief Justice. Nominations are now and always have been political footballs.  Starting with one George Washington.  Wikipedia identifies 16 Presidents who have made unsuccessful  nominations of a total of 29 nominees.  The latest was George W. Bush.  Should we prosecute those Senators?
",0
3600,0,"Okay, Mr. Gray wants to remove Mr. Palmer from contention in the next election for sheriff.  Kinda a lowly way to get ahead, but what can one expect?
",0
3601,0,"Outsider:  Here's some more info for you. It's based on the Oregon Department of Employment's publication """"Oregon's Minimum Wage Jobs: Facxts, Figures and Context"""" Facts:  100,000 minimum wage jobs out of 1.9 million  about 5% Total wages:  about 1% of total wages in the State  My conclusion: the Minimum wage increase will represent a .05% increase in the wages paid in Oregon.  The article's summary:  """"On the whole, small to moderate increases in the minimum wage do not appear to have sizeable negative effects on employment. Belman and Wolfson note, “Employment effects are too modest to have meaningful consequences for public policy in the dynamically changing U.S. labor market.” There are so many moving pieces in the economy, so many structural and cyclical changes causing constant churn, that moderate increases to the minimum wage in the past have had effects “too small to be statistically detectable in the meta-analysis.”  good article....worth reading
",0
3603,0.2,"Well, Nick, I am actually glad you are a bit defensive, because women have been on the defense for quite some time now. I'd wager centuries.  My charge of sexism is about the overt (the diminutive """"saucetress"""" in comparison to the descriptors for the male counterpart in this article) and inherent sexism that comes from that diminutive. And it stands. This is sexist. Is it a """"little"""" sexist or """"very"""" sexist? Who cares about the degree of sexism. It. Is. Sexist.  If this review had stuck to talking about the food and hadn't minimized the female working owner of Red Sauce in deference to one of the male owners of Pizza Jerk, this wouldn't be an issue. Instead, the writer made a rhetorical decision and it was a sexist one.  And if you think """"mistress"""" is """"equivalent"""" to """"master"""" in terms of what words actually mean, you clearly don't understand what """"diminutive"""" means. Also: Ms. Magazine is not named the shortening of """"Mistress."""" I promise. They are reclaiming """"Ms."""" on its own terms.
",0
3604,0,"That's nearly 10,000 Oregonians registered to vote who obviously don't even care about making the effort to register to vote.  That's a lot of automatically registered (in less than just two months!) voters who won't vote because it means nothing to them.  Which leaves the Oregon ruling party plenty of room for voter fraud.  Which is the only reason why the ruling party in our one-party state created this otherwise pointless law.
",0
3605,0,"Outsider77: As I understand  the """"issue"""":  If you have an uncommon name, you're usually through in seconds after the app is typed and submitted. Let's put that scenario aside.  The delay goes to those people, usually with a relatively common name, that pops up a bunch of offenders. You don't get the automatic approval and now a human has to start digging. No big so far, expected. Unfortunately, you lived in another state previously, too. So a request is put out to that state to validate you're the one and same person. The PD that has the record see's an offense but it's not listed as a misdemeanor or felony version, they need to go look it up. It's not a priority for them. This is just another scenario.  All that being said, the firearm seller then has the final call once that delay is up. Three days pass, 10 days pass; they are now in the decision seat.  Will 7 extra days help or hinder? Who knows. IMO, this should wait for full session, not abbreviated """"fix"""" session. It needs input.
",0
3606,0.3,"The recently reported nomination of Donald Trump for the Nobel Peace Prize puts it into perspective.  Any member of a national legislature can make a nomination.  Trump didn't make the 'short list', however.   That list has traitor Edward Snowden on it, of course.
",0
3608,0,"Regarding Hales' aversion to favoritism, the article you link to explains,  *Reached by phone this week, Charlie Hales told the Tribune that First Stop won't get any favoritism.  """"It's a budget decision like every other financial commitment for the following year that hasn't been made yet,"""" he says. """"I don't know if we'll be contributing the city's contribution to that program or not.""""  If the city does continue its funding support of First Stop, he says, he'd avoid any potential conflict of interest in the process by following the city charter guidelines, recusing himself from the vote.*  Both the present article and the linked WWeek article state that the City stopped funding First Stop when Hales took office, but I don't see any particular evidence for that statement. Rather, all I see is a promise by Hales to recuse himself from any decision regarding First Stop's funding, which doesn't seem to be invalidated by PDC's decision to continue supporting First Stop. What am I missing?
",0
3609,0,"Theodore Roosevelt, Spanish American War.  Woodrow Wilson, WWI (The War to End All Wars).  Henry Kissinger, Vietnam War.  Barack H. Obama, War Against Terrorism (Iraq, Afghanistan, Libya, Syria).
",0
3610,0,"CSPAN has the video if you want to watch it.  During a 1992 Senate floor speech, Joe Biden said President George H. W. Bush should wait to fill any Supreme Court vacancies until after the presidential election.  “It is my view that if a Supreme Court Justice resigns tomorrow or within the next several weeks or resigns at the end of the summer, President Bush should consider following the practice of a majority of his predecessors and not, and not name a nominee until after the November election is completed,” Biden said at the time. Biden went onto say that delaying a Supreme Court nomination until after the election is what is fair to the nominee and essential to the process.  The floor comments were made on June 25, months before the 1992 presidential election.
",0
3611,0.166666667,"I find it extremely hard to believe that the """"drama"""" cause by Bernie supporters is the same or worse than the """"drama"""" we saw over Obama. There were far more insults, hate, threats, and vitriol over our first """"negro"""" President than there is against Hillary today. We're also seeing a whole new group of people coming out and speaking their minds. A lot of the people supporting Bernie are those who have just been sitting silently on the sidelines. Bernie is just making a lot of people feel like they have value and that they matter, and those people are really freaking out over it.
",0
3612,0,"You're micturating against the breeze, Mr. Pettit.  The modern liberal mantra is that we can just borrow our way to prosperity, and kick the debt can down the road for the kids and grandkids to pay off.  :-/
",0
3613,0,"Dave Nickles, I totally agree with you, but, with our Democratic super-majority in Salem, it's hard to see how this bill won't make it into law. Our Demos, led by Senator Prosanski, never met a gun control bill they didn't like.
",0
3614,0.2,"All of the sudden, President Two-Face wants to work with Republicans!  I hope the pubbies snub him in a big way, he deserves it.  He wouldn't even attend Scalia's funeral.  He also filibustered the nomination of  Justice Alito back in 2006 when he was a senator.
",0
3615,0.166666667,"The motor/voter law combined with the new minimum wage means that the people in Salem just bought themselves a lot of votes for years to come.
",0
3616,0,"Welcome to the People's Republic of Eugene. This is where diversity and differences of thought are celebrated (except those that deviate from the straight party line).
",0
3617,0,"I've had three comments rejected, one in a matter of minutes.  Aja assured me that the algorithm would work in a fair way, but he said it's gonna take awhile for it to """"learn"""" who the gamers are and moderate them..... those who define """"uncivil"""" as any comment that disagrees with their world view.
",0
3619,0,"Would this be the same Ninkasi Brewing Company whose Nigel Francisco is currently the Chief Financial Officer?  And also one of the nine Tourism Board Commissioners who will be in charge of spending the soon to be increased lodging tax for the Nike/U of O track boondoggle?   That Ninkasi Brewing Company?   Thought so.  Oregon DEQ must not have received the memo.  This is all obviously a big mistake by some minion at DEQ.  Nothing to see here.  Just move along.  Big boys at work.
",0
3623,0,"President Obama got his just for not being George W. Bush.  He hadn't even fired a shot in Libya or Syria in 2009.  But he promised to get out of Afghanistan so that was enough.  Still there, of course.  And back in Iraq, too.  I know """"Advisors' don't count.  That's what JFK and LBJ said in Vietnam, too.
",0
3625,0,"Yassa Arafat got a peace prize.  Obama got one after only 12 days in office.....yes after just 12 days!
",0
3628,0,"Contrary to the comments below, there is more to the Biden speech about nominating a justice than is presented. It's the same tactic of deleting the context of a speech such that it is no longer the """"whole truth"""", which in court, is considered a lie (but of course these are not lies because there is no court). Here is the remaining portion of that speech: """"...just 10 minutes after calling for temporary inaction on Bush’s candidate, Biden actually promised to consider a moderate Supreme Court nominee. 'I believe that so long as the public continues to split its confidence between the branches, compromise is the responsible course both for the White House and for the Senate,” he said. “Therefore I stand by my position, Mr. President, if the President [George H.W. Bush] consults and cooperates with the Senate or moderates his selections absent consultation, then his nominees may enjoy my support..' Biden voted for two Bush appointees.
",0
3630,0,"Four out of the past seven funerals for a Supreme Court justice have either had the president or vice president in attendance.  Source: http://www.nbcnews.com/news/us-news/white-house-obama-will-not-attend-justice-scalia-s-funeral-n520236
",0
3631,0,"In order to understand the level of culpability of the shooters, the RG reporter should have mentioned things like the distance between the shooters and the unfortunate lady and the type of rounds being fired.  High power rifle rounds can go for miles.  If the woman was hit at a distance of a mile, it is not surprising that the shooters did not hear her cries for help.  It is surprising to me that she was hit with multiple rounds since at distance that would require very high precision shooting.  If the shooting was at short range, more serious charges may have been warranted.  Whenever I target shoot, I make certain to place the target in front of a big hill and never shoot with the barrel elevated beyond the base of the hill.  A 50 foot dirt hill is very effective in bringing bullets to a complete and predictable stop.
",0
3632,0,"I agree. I wonder how far away the shooters were. Shooting through foliage? At what? They could hear her scream but failed to respond?  """"misdemeanor charges of fourth-degree assault and recklessly endangering another person""""  Got off light. I would have thought something with some jail time would have been right. That and taking away their guns.
",0
3633,0,"I think you are assuming facts not in evidence.  I did not see any claim nor evidence presented that the Sheriff publicly supported the occupiers.  Simply meeting with them does not comprise public support.  Asking for autographs also does not comprise public support.  The fact that the feds withheld information from certain locals is fully consistent with the notion of need to know security.  Regarding your """"off-point"""" comment, ascertaining the truth of a matter requires understanding of the motives and potential motives of the parties involved.  The fact that Mr. Palmer trounced Mr. Gray in the 2012 election for sheriff suggests possible bad blood between the parties.  Should such bad blood exist, motivation to seize this opportunity to discredit Sheriff Palmer must be considered.  A Sheriff holds an important position and some degree of independence and discretion is appropriate.  For all we know, Sheriff Palmer was quietly and discretely working toward a peaceful resolution.
",0
3635,0,"Once again I am amazed by some peoples ability to gather so much information and make such well informed conclusions based upon a story with less information than """"see dick and Jane run"""".
",0
3639,0,"how is it that  this guy only got 3 years probation?  carelessly he shot into an area of neighbors ..doesn't he know where his property sits? she was headed to her mailbox?  not through the woods i'm guessing and surely he must know where that area would be and to avoid that whole direction and finally..he HEARD her scream and  stopped shooting but did nothing else? what is with the district attorney's office and these high profile, serious crimes that take another's life and the convicted person gets a slap on the wrist sentence.  why are they being treated with kid gloves?  strebendt, the woman and husband that were horrible to the man she plowed into on main st, throwing him onto her car hood   - just two that come to mind.. I wish this woman the best of luck and justice with her civil suit.
",0
3641,0,"Before we get too excited about this potential intergovernmental agreement let's ask commissioner Amanda Fritz about her opposition testimony regarding the highly controversial disposition of the John Ball School property for social service purposes some years ago, before she was a commissioner, and her citing of another intergovernmental agreement, Resolution A - 1983, which was completely ignored by city commissioners whenever it suited their purposes. Much like decades of using street repair funds for other personal pet projects.  And so it goes.  Richard Ellmyer North Portland
",0
3644,0,"As an elected Sheriff, his 'superiors' are the voters in his County, who definitively preferred him over one of his accusers.  I don't believe that being elected Sheriff results in loss of free speech or association.  Unless my memory is defective, none of the individuals he met with had been charged with any crime at the time of the meeting.  It was only after the arrests occurred that the charges were revealed.   Should the Sheriff of Malheur County also be subject to the same investigation?  He also met with those who were later charged with Federal crimes; crimes outside the jurisdiction of both of the sheriffs.   The Department of Public Safety Standards and Training has tossed this hot political potato right out their door.  That is the agency who is 'accountable' for police officers in this State.
",0
3645,0,"If I had that time free, I would show her the US Census ACS data showing that Eugene is unique in converting cyclists to motorists over the past six years with 37% of our former cyclists now back in cars. I would ask her how this aligns with her frequent statements that Eugene is going to be an active transportation leader and the Council's climate change ordinance. Was all that stuff just PR, not intended to be taken seriously, or is there a disconnect between city staff and elected officials. If the latter, why did the council reward Jon Ruiz with a raise of over $35k last year?
",0
3647,0,"I'm thinking that a particular woman has not yet given up her defensiveness... though it has a rather offensive quality to its occurrence here. Martin conveyed a reality: Tommy does what Tommy does and he usually kills it wherever he goes. Martin told us Rachael launched in the face of a market juggernaut; and this is true. It was with affection that he alluded to this and it made me want to try the classic Red Sauce as much as the new age Jerk. Though, your ranting does make me less inclined.  Nationwide just under 20% of Americans experience seasonal-related mood disorder symptoms (SAD). Approximately half of these are in full-blown major depressive disorder. Just guessing, but I bet 95% of all these souls are undiagnosed. Since 25% of Americans live in Florida, Texas or California, and a lot more in the rest of the South, algebra suggests that one needs to at least double those statistics in Oregon. Maybe you want to get a mood lamp and see if you can get those jaws to unlock. Geez!
",0
3649,0,"I've seen this firsthand and it's real. It's an enormous difference now from what it was when I moved up here, as a software guy and entrepreneur, from Silicon Valley in 1992.  So what, now we're quibbling here over how many jobs, how many are significant? Say, what? It used to be none. The incubator crowd isn't doing enough? There used to be no incubator crowd. Now we have startups, angel investment, meetups, multiple incubators, and a startup ecosystem.  Limited impact? Jeez! It's night and day different. Back then the refrain was """"What? A software business is Eugene? There's no high tech in Eugene!"""" in the tone of Tom Hanks' character doing """"there's no crying in baseball.""""  The assumption was that no real startup would stay here. You had to go south. Today you don't. Today there is a here here.
",0
3650,0,"And, there it is: the guy who tells the woman that she's suffering from an illness as soon as she speaks up and points out disrespect. Well done?
",0
3652,0,"I will never understand how a wife (Hillary included) can stick with a philandering husband - except as Roseanne Barr said, if you find out he's cheating, don't leave. Stay with him and make his life a living hill.....
",0
3655,0,"The story does not actually say that the shooters heard the woman yell for help.  We also do not know how far the bullets traveled.  There is much we do not know and it is difficult to judge the seriousness of the shooters transgression without knowing more.  Presumably the DA and others involved in the criminal justice system charged the shooters as seriously as they could under the law or perhaps the final charges were the result of a plea bargain.  We simply do not know.
",0
